search_text,title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
Home care software in australia or newzealand,Home page - Leecare Solutions,https://www.leecare.co.nz/,Established 21yrs  – Proudly servicing New Zealand  Australia  the United Kingdom  Ireland  Singapore  China and Zimbabwe,leecare,"['1005A MT ALEXANDER ROAD ESSENDON, VICTORIA, 3040 Australia', 'https://www.dnb.com/business-directory/company-profiles.leecare_solutions_pty_ltd.f1dae36870d041c7db3ddadc396cb98e.html']","['info@leecare.co.nz', 'https://www.leecare.co.nz/index.php/privacy/']","['+64 275 651 781', 'https://www.leecare.co.nz/index.php/request-a-demo/']","['quality aged care', 'care providers', 'aged care facilities', 'aged care software', 'aged care organization', 'care service options', 'aged care industry', 'queensland aged care providers', 'care teams', 'quality care']","[['Caroline Lee', 'CEO'], 'https://au.linkedin.com/in/caroline-lee-1488a029']","['IT - Software, Finance and insurance', 'from_classification_model']",None,"['$5.44 million USD', 'https://www.dnb.com/business-directory/company-profiles.leecare_solutions_pty_ltd.f1dae36870d041c7db3ddadc396cb98e.html']",None,None,None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.leecare_solutions_pty_ltd.f1dae36870d041c7db3ddadc396cb98e.html']",0.0,0.25,0.375,0.0,0.15625
Community care software in australia or newzealand,Lung Foundation Australia: Home,https://lungfoundation.com.au/,This is an example page. It’s different from a blog post because it will stay in one place and will show up in your site…,lungfoundation,"['L 2 11 FINCHLEY ST MILTON, QUEENSLAND, 4064 Australia', 'https://www.dnb.com/business-directory/company-profiles.the_australian_lung_foundation_incorporated.0f164409e30a622104bb01de27397c45.html']","['paxtonr@lungfoundation.com.au', 'http://lungfoundation.com.au/contact/']","['1800 654 301', ['Lung Foundation Australia, phone', 'knowledge_panel']]","['other lung diseases', 'lung cancer information', 'child interstitial lung disease', 'lung foundation australia websites', 'contact lung foundation australia', 'young lung foundation australia', 'chronic lung disease', 'thin lung foundation australia', 'lung foundation australia taking', 'uganda lung foundation australia']","[['PETER WILLIAM HOLMES', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.the_australian_lung_foundation_incorporated.0f164409e30a622104bb01de27397c45.html']","['Healthcare, Finance and insurance', 'from_classification_model']",None,"['$1.13 million USD', 'https://www.dnb.com/business-directory/company-profiles.the_australian_lung_foundation_incorporated.0f164409e30a622104bb01de27397c45.html']",None,None,None,"['Registered\xa0Australian\xa0Body Independent', 'https://www.dnb.com/business-directory/company-profiles.the_australian_lung_foundation_incorporated.0f164409e30a622104bb01de27397c45.html']",0.75,0.375,0.0,0.0,0.28125
Disability care software in australia or newzealand,Disabled World,https://www.disabled-world.com/,Information for disabled covering disability news videos health and medical research for family carers and persons with disabilities.,disabled-world,None,"['12ribbons@outlook.com', 'https://www.disabled-world.com/disability/awareness/ribbons.php']",None,"['other disabled people', 'other people', 'many disabled people', 'such people', 'non-disabled people', 'many other famous people', 'many disabled persons', 'british disabled people', 'individual disabled people', 'many people']","[['Jeff Smith', 'CEO'], 'https://www.facebook.com/PWD.Australia/posts/get-to-know-our-new-ceo-jeff-smith-in-this-pro-bono-australia-interview/10156769864823657/']","['Healthcare, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Home care software in australia or newzealand,Accenture,https://www.accenture.com/us-en,Accenture unlocks opportunity by harnessing the possibilities that spring from disruption in every industry  in every country  every day. Read more.,accenture,"['3 Sussex St Barangaroo, New South Wales, 2000 Australia ', 'https://app.avention.com/company/b4a549f2-a714-3d48-a376-fc5ae2125342#report/company_summary']","['accessibility@accenture.com', 'https://www.accenture.com/us-en/support/accessibility-statement']","['+6102) 9005 5000', ['Accenture, phone', 'knowledge_panel']]","['accenture security north america accenture', 'accenture aws business group', 'accenture organization data', 'accenture teams', 'lead accenture', 'work accenture', 'sap accenture', 'accenture cloud experts', 'accenture applications', 'accenture sites']","[['Robert Easton', 'Managing_Director'], 'https://www.arnnet.com.au/article/606405/robert-easton-steps-up-lead-accenture-nz/']","['Computer System Design Services', 'https://app.avention.com/company/b4a549f2-a714-3d48-a376-fc5ae2125342#report/company_summary']",None,"['1.5B', 'https://app.avention.com/company/b4a549f2-a714-3d48-a376-fc5ae2125342#report/company_summary']",None,None,"['5.1k', 'https://app.avention.com/company/b4a549f2-a714-3d48-a376-fc5ae2125342#report/company_summary']","['Private Subsidiary, Headquarters', 'https://app.avention.com/company/b4a549f2-a714-3d48-a376-fc5ae2125342#report/company_summary']",0.5,0.0,0.375,0.0,0.21875
NDIS claim payment software in australia or newzealand,Mirage News: Australia's authoritative media platform,https://www.miragenews.com/,Australia's authoritative media platform based on firsthand sources. Live 24/7 timeline of unfolding developments from Australia and beyond,miragenews,"['4 FOX STREET BALLINA, NEW SOUTH WALES, 2478 Australia', 'https://www.dnb.com/business-directory/company-profiles.mrs_konul_kelly_selay.f0eb73622d3f74c4a266e408f671572c.html']",None,"['1800 333 000', 'https://www.miragenews.com/police-charge-man-with-indecent-dealing-of-a-child/']","['north coast local land services', 'local land services', 'hunter local land services', 'local land services conference', 'murray local land services', 'western local land services', 'new research', 'riverina local land services', 'central west local land services', 'south east local land services']","[['KONUL HUMBATOVA', 'Owner'], 'https://www.dnb.com/business-directory/company-profiles.mrs_konul_kelly_selay.f0eb73622d3f74c4a266e408f671572c.html']","[['E-CommerceMarketplace'], 'https://www.crunchbase.com/organization/bartercard-australia']",None,"['$145,811 USD', 'https://www.dnb.com/business-directory/company-profiles.mrs_konul_kelly_selay.f0eb73622d3f74c4a266e408f671572c.html']",None,"[' Southport, Queensland, Australia', 'https://www.crunchbase.com/organization/bartercard-australia']",None,"['Private', 'https://www.crunchbase.com/organization/bartercard-australia']",0.0,0.25,0.0,0.0,0.0625
Home care software in australia or newzealand,PalCare :: Home,http://www.palcare.com.au/,_,palcare,"['17 /31 Queen St Melbourne 3000 Victoria Australia', 'http://www.palcare.com.au/index.php/contact-us/']",None,"['+61 3 9008 5970', 'http://www.palcare.com.au/index.php/contact-us/']","['palliative care services', 'specialist palliative care services', 'community specialist palliative care services', 'palliative care patients', 'specialist community palliative care', 'palliative care organisations', 'palliative care teams', 'care', 'multidisciplinary care', 'specialist care']","[['Gavin Baumanis ', 'Retired_Retired'], 'from linkedin search google']","['Healthcare, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
NDIA funding software in australia or newzealand,Developmental Educators Australia Inc – The DEAI is the ...,https://www.deai.com.au/,The DEAI is the professional association representing the diverse and dynamic profession of Developmental Education.,deai,"['7 :00pm  Mount Laura Homestead, Ekblom Street, Whyalla SA 5600', 'https://www.deai.com.au/industry-news/ndis-provider-information-session-whyalla-22nd-january']","['info@mindsandhearts.net', 'https://www.deai.com.au/developmental-educators-with-registered-ndia-service-providers']","['+618 8422 6200', 'https://www.deai.com.au/developmental-educators-with-registered-ndia-service-providers']","['developmental educators australia', 'developmental educators australia inc', 'constitution developmental educators australia', 'disability australia information', 'disability support workers', 'developmental educators', 'developmental educators deakin university', 'national developmental educators week', 'constitution developmental educators australia summary', 'registered developmental educators']","[['Katie Sciberras ', 'Behaviour Support_Department ...'], 'from linkedin search google']","['Healthcare, Education', 'from_classification_model']","[' 5 April 2017', 'https://opencorporates.com/companies/au/618400043']",None,None,"['Australia', 'https://opencorporates.com/companies/au/618400043']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/618400043']",0.25,0.25,0.0,0.0,0.125
Home care software in australia or newzealand,Vocera: Home,https://www.vocera.com/,Vocera offers the leading platform for communication and workflow optimization. We simplify and improve the lives of healthcare professionals and patients  ...,vocera,"['371 Macarthur Avenue Hamilton QLD 4007 Australia', 'https://www.vocera.com/about-us/locations']","['support@vocera.com', 'https://www.vocera.com/product/collaboration-suite']","['+64 2019-06-21', 'https://www.vocera.com/uk/sitemap.xml']","['vocera collaboration suite application vocera', 'vocera communication', 'vocera communications julie iskow vocera', 'vocera systems', 'vocera clinical communication software', 'vocera communication software', 'vocera solution', 'vocera support team members', 'vocera calls', 'vocera services']","[['Brent D. Lang', 'Chairman'], 'https://www.vocera.com/au/about-us/leadership/brent-d-lang']","['Wireless Telecommunications Carriers', 'https://app.avention.com/company/bdef097f-0eec-30cb-b006-993524e8f446#report/company_summary']",None,"['275k', 'https://app.avention.com/company/bdef097f-0eec-30cb-b006-993524e8f446#report/company_summary']",None,None,"['4', 'https://app.avention.com/company/bdef097f-0eec-30cb-b006-993524e8f446#report/company_summary']","['Private Subsidiary', 'https://app.avention.com/company/bdef097f-0eec-30cb-b006-993524e8f446#report/company_summary']",1.0,0.25,0.0,0.0,0.3125
NDIS software in australia or newzealand,Clubmates Travel: Disability Travel & NDIS Provider,https://www.clubmatestravel.com/,Clubmates Travel are global leaders in supported holidays for people with disabilities. Get in touch with one of our disability travel experts today.,clubmatestravel,"['37-39 ASTER AVENUE CARRUM DOWNS, VICTORIA, 3201 Australia', 'https://www.dnb.com/business-directory/company-profiles.clubmates_travel_(australia)_pty_ltd.7b7fd6f27666c80f074980907d6a5250.html']",None,"['1300 158 003', ['Clubmates Travel, phone', 'knowledge_panel']]","['abc abc travel agent license number', 'holidays', 'abc', 'people', 'touch', 'our supported holidays', 'the required state', 'disabilities', 'the country', 'the link']","[['PETER MALCOLM NEGRI', 'Managing Director'], 'https://www.dnb.com/business-directory/company-profiles.clubmates_travel_(australia)_pty_ltd.7b7fd6f27666c80f074980907d6a5250.html']","['Services - professional, scientific, and technical, Real estate', 'from_classification_model']",None,"['$2.79 million USD', 'https://www.dnb.com/business-directory/company-profiles.clubmates_travel_(australia)_pty_ltd.7b7fd6f27666c80f074980907d6a5250.html']",None,None,None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.clubmates_travel_(australia)_pty_ltd.7b7fd6f27666c80f074980907d6a5250.html']",0.0,0.0,0.0,0.0,0.0
NDIS software in australia or newzealand,WFS Australia: Workforce Management In The Cloud,https://www.wfsaustralia.com/,WFS meets all your unique time and attendance  scheduling  and compliance needs for every employee globally in a single cloud solution.,wfsaustralia,"['Dentons Kensington Swan, 18 Viaduct Harbour Avenue, Auckland Central, Auckland1010NZ', 'https://opencorporates.com/companies/nz/5703568']","['support@humanforce.com', 'https://www.crunchbase.com/organization/humanforce']","['+64 9 884 4111', 'https://www.wfsaustralia.com/contact-us/']","['new employees', 'employee shifts', 'employee data', 'employee absence', 'employee experience', 'employee productivity', 'more employees', 'employee rostering', 'employee hours', 'roster employees']","[['Karla Orozco Loza', 'CEO'], 'https://au.linkedin.com/in/karla-orozco-loza-730b2637']","[['Business DevelopmentSoftware'], 'https://www.crunchbase.com/organization/humanforce']","['2002', 'https://www.crunchbase.com/organization/humanforce']","['$352,368 USD', 'https://www.dnb.com/business-directory/company-profiles.wfs_australia_pty_limited.b5a5fd99e9a8f8fb.html']",None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/humanforce']",None,"['Private', 'https://www.crunchbase.com/organization/humanforce']",0.375,0.25,0.0,0.0,0.15625
