search_text,title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
Care management software in australia or newzealand,CaseWare Australia & New Zealand: Home,https://www.caseware.com.au/,We produce & support innovative  compliant & effective software solutions for Auditors & Accountants. Watch Video. CaseWare Australia ...,caseware,"['PO Box 64, Abbotsford VIC 3067 Australia', 'https://www.caseware.com.au/about/contact/']","['marketing@caseware.com.au', 'https://www.caseware.com.au/resource/innovative-auditing-in-2020/']","['+61 3 9660 4688', 'https://www.caseware.com.au/about/our-team/']","['caseware audit', 'caseware audit system', 'caseware smsf audit', 'caseware cloud services agreement audit solutions', 'agile audit caseware international', 'caseware software', 'caseware australia', 'caseware cloud platform', 'caseware customers', 'caseware cloud ltd']","[['Craig Waldon', 'CEO'], 'https://www.caseware.com.au/about/our-team/']","['Computer, Office Equipment and Software Merchant Wholesalers', 'https://app.avention.com/company/2ab2a5c3-a2a0-35cf-93c1-7024c4a28a84#report/company_summary']",None,"['520k', 'https://app.avention.com/company/2ab2a5c3-a2a0-35cf-93c1-7024c4a28a84#report/company_summary']",None,None,"['4', 'https://app.avention.com/company/2ab2a5c3-a2a0-35cf-93c1-7024c4a28a84#report/company_summary']","['Private Independent', 'https://app.avention.com/company/2ab2a5c3-a2a0-35cf-93c1-7024c4a28a84#report/company_summary']",0.25,0.25,0.0,0.0,0.125
Regulatory compliance software in australia or newzealand,Global Approvals - Product Compliance_ Approvals ...,https://www.globalapprovals.com.au/,ACMA RCM  ERAC EESS  CE Marking  FCC & ISED certification of electrical and electronic equipment. Global Approvals - economical  comprehensive service.,globalapprovals,"['PO Box 4356 Knox City, Wantirna South, Melbourne, Victoria 3152 Australia', 'https://www.globalapprovals.com.au/privacy-policy/']","['global-admin@globalapprovals.com.au', 'https://www.globalapprovals.com.au/privacy-policy/']","['+61 3 9887 4963', 'https://www.globalapprovals.com.au/']","['emc test reports', 'compliance radio devices', 'ce marking emc test reports', 'acma global approvals', 'test report requirements', 'railway emc testing standards', 'rcm emc compliance', 'fcc emc test reports', 'medical device approvals', 'test report']","[['Andrew Whiteford ', 'Principal Engineer and Founder ..._LinkedIn'], 'from linkedin search google']","['Manufacturing, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Infrastructure management software in australia or newzealand,Emerson Global | Emerson,https://www.emerson.com/,Helping address the world's most critical needs through our core business platforms - Automation Solutions and Commercial & Residential Solutions. Please ...,emerson,"['Level 8, 15 Talavera Road North Ryde, New South Wales, 2113 Australia', 'https://app.avention.com/company/c9c514a8-2d14-3fac-8201-e19678d3a712#report/company_summary']",None,"['+61-299191100', 'https://app.avention.com/company/c9c514a8-2d14-3fac-8201-e19678d3a712#report/company_summary']",None,"[['Boris Gabin', 'Director'], 'https://app.avention.com/company/c9c514a8-2d14-3fac-8201-e19678d3a712#report/company_summary']","['Electromedical and Control Instruments Manufacturing', 'https://app.avention.com/company/c9c514a8-2d14-3fac-8201-e19678d3a712#report/company_summary']","['26 March 1970', 'https://opencorporates.com/companies/au/008478699']","['176M', 'https://app.avention.com/company/c9c514a8-2d14-3fac-8201-e19678d3a712#report/company_summary']",None,"['Australia', 'https://opencorporates.com/companies/au/008478699']","['489', 'https://app.avention.com/company/c9c514a8-2d14-3fac-8201-e19678d3a712#report/company_summary']","['Private Subsidiary, Headquarters', 'https://app.avention.com/company/c9c514a8-2d14-3fac-8201-e19678d3a712#report/company_summary']",0.0,0.0,0.0,0.0,0.0
Regulatory compliance software in australia or newzealand,Practical Law: UK Home,https://uk.practicallaw.thomsonreuters.com/,Practical Law provides accurate legal guidance for lawyers. Access practice notes  standard documents  checklists  forms  legal updates  global guides  and ...,uk.practicallaw.thomsonreuters,None,None,None,None,"[['Reece Corbett', 'Wilkins_Senior Associate'], 'from linkedin search google']","['Education, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Dental practice management software in australia or newzealand,NZ Herald - Breaking news_ latest news_ business_ sport and ...,https://www.nzherald.co.nz/,Latest breaking news articles  photos  video  blogs  reviews  analysis  opinion and reader comment from New Zealand and around the World - NZ Herald.,nzherald,"['80 ,000 EVs on New Zealand road by 2023 NZ', 'https://www.nzherald.co.nz/']","['dylan.cleaver@nzherald.co.nz', 'https://www.nzherald.co.nz/sport/news/article.cfm?c_id=4&objectid=12056958']",None,"['new zealand people', 'former new zealand player', 'new zealand rugby', 'new zealand', 'most new zealand people', 'new zealand sport', 'new zealand rugby league', 'new zealand rugby union', 'new zealand herald', 'new zealand travel']","[['Dinesh Singh AMARNATH', ' director'], 'https://opencorporates.com/companies/nz/1870385']","['Manufacturing, Arts, entertainment and recreation', 'from_classification_model']","[' 4 October 2006', 'https://opencorporates.com/companies/nz/1870385']",None,None,"['New Zealand', 'https://opencorporates.com/companies/nz/1870385']",None,"['NZ Limited Company', 'https://opencorporates.com/companies/nz/1870385']",0.25,0.0,0.0,0.0,0.0625
Incident response software in australia or newzealand,Egis in Australia: Egis proposes engineering services in the ...,https://www.egis-australia.com/,Egis proposes engineering services in the field of urban development  from buildings to transport infrastructure: hospitals  tertiary buildings  stadiums  museums  ...,egis-australia,"['Suite  701 Level 7 50 Clarence street NSW 2000', 'https://www.egis-australia.com/contact']",None,"['+61-282971300', 'https://www.dnb.com/business-directory/company-profiles.egis_road_operation_australia_pty_ltd.f24548095c0560fdafccd3b9e055eb4f.html']","['egis road operation egis', 'egis egis quality policy', 'egis environmental policy group › egis', 'egis road operation australia', 'egis consulting australia', 'egis road operations australia', 'egis designers', 'director egis projects', 'today egis', 'completion egis']","[['Michael Stephens', 'Managing_Director'], 'https://www.egis-australia.com/group/our-organisation']","['Consulting Services', 'https://app.avention.com/company/77b531d4-ca54-3806-903e-17e2d38d4a79#report/company_summary']","['27 April 2020', 'https://opencorporates.com/companies/au/639225013']","['11M', 'https://app.avention.com/company/77b531d4-ca54-3806-903e-17e2d38d4a79#report/company_summary']",None,"['Australia', 'https://opencorporates.com/companies/au/639225013']","['75', 'https://app.avention.com/company/77b531d4-ca54-3806-903e-17e2d38d4a79#report/company_summary']","['Private Subsidiary', 'https://app.avention.com/company/77b531d4-ca54-3806-903e-17e2d38d4a79#report/company_summary']",0.8125,0.25,0.5,0.0,0.390625
Incident response software in australia or newzealand,icourts | Legal Technology Services,https://www.icourts.com.au/,Why icourts? We help our clients respond to litigation  regulatory notices & investigations ... Australia | New Zealand. 1300 007 701 · contact@icourts.com.au ...,icourts,"['L5 294 Collins St Melbourne, Victoria, 3000 Australia', 'https://app.avention.com/company/b93479eb-45ad-3594-a3ba-d95e5f334129#report/company_summary']","['enquiries@icourts.com.au', 'https://www.icourts.com.au/privacy/']","['1300 007 701', 'https://www.icourts.com.au/']","['icourts relativity services', 'data o icourts', 'external information technology service providers', 'other personal information', 'leading ediscovery platform relativity', 'legal technology services', 'personal information', 'electronic data', 'data security', 'other information']","[['Rebecca Grant', 'CEO'], 'https://www.icourts.com.au/rebecca-grant/']","['Legal Services', 'https://app.avention.com/company/b93479eb-45ad-3594-a3ba-d95e5f334129#report/company_summary']","['15 January 2016', 'https://opencorporates.com/companies/au/610220918']","['2.9M', 'https://app.avention.com/company/b93479eb-45ad-3594-a3ba-d95e5f334129#report/company_summary']",None,"['Australia', 'https://opencorporates.com/companies/au/610220918']","['25', 'https://app.avention.com/company/b93479eb-45ad-3594-a3ba-d95e5f334129#report/company_summary']","['Private Subsidiary, Headquarters', 'https://app.avention.com/company/b93479eb-45ad-3594-a3ba-d95e5f334129#report/company_summary']",0.25,0.25,0.5,0.0,0.25
Incident response software in australia or newzealand,Home - IDG Communications - Australia,https://www.idg.com.au/,The world's leading technology media  events and research company.,idg,"['Level  10 , 15 Blue Street North Sydney NSW 2060 Australia', 'https://www.idg.com.au/contacts/']","['eroianni@idg.com.au', 'https://www.idg.com.au/contacts/']","['+61 (02) 9902 2715', 'https://www.idg.com.au/specifications/terms-and-conditions']",None,"[['Barbara Simon', 'Managing_Director'], 'https://au.linkedin.com/in/barbara-simon-a31921a']","[['AdvertisingSocial MediaSocial Media Marketing'], 'https://www.crunchbase.com/organization/idg-communications-3']","['1964', 'https://www.crunchbase.com/organization/idg-communications-3']","['21M', 'https://app.avention.com/company/6f232864-7715-3c12-9e22-1a6559b94068#report/company_summary']",None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/idg-communications-3']","['23', 'https://app.avention.com/company/6f232864-7715-3c12-9e22-1a6559b94068#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/idg-communications-3']",0.25,0.25,0.375,0.0,0.21875
Equipment maintenance software in australia or newzealand,Pest Control Rockingham | Pest Management Company ...,https://www.rockypest.com.au/,At Rockypest  we take the responsibility of protecting your home and businesses seriously and will work with you to craft the perfect solution to manage your ...,rockypest,"['U 3 4 Cort Way Rockingham, Western Australia, 6168 Australia', 'https://app.avention.com/company/b5dfaae6-f6cd-382d-86e1-56de924d39fd#report/company_summary']","['hello@adapptor.com.au', 'https://www.crunchbase.com/organization/adapptor']","['+61-895922566', 'https://www.dnb.com/business-directory/company-profiles.rockypest_pty_ltd.098080b706057e38dc3757c142c9adbc.html']","['many other insect pests', 'many other pests', 'other insect pests', 'other timber pests', 'other pests', 'home pest infestations', 'home pests', 'many pests', 'many common pests', 'many other foods']","[['Robert Luckens', 'founder'], 'https://www.rockypest.com.au/general/members-of-australian-environmental-pest-managers-association-aepma/']","[['Mobile Apps'], 'https://www.crunchbase.com/organization/adapptor']","['Nov 1, 2010', 'https://www.crunchbase.com/organization/adapptor']","['275k', 'https://app.avention.com/company/b5dfaae6-f6cd-382d-86e1-56de924d39fd#report/company_summary']",None,"[' Perth, Western Australia, Australia', 'https://www.crunchbase.com/organization/adapptor']","['4', 'https://app.avention.com/company/b5dfaae6-f6cd-382d-86e1-56de924d39fd#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/adapptor']",0.375,0.1875,0.5,0.0,0.265625
Building management software in australia or newzealand,Home Thales,https://www.thalesgroup.com/en,From Aerospace  Space  Defence to Security & Transportation  Thales helps its customers to create a safer world by giving them the tools they need to perform ...,thalesgroup,None,"['pilar.gonzalez@thalesgroup.com', 'https://www.thalesgroup.com/en/countries/europe/spain']",None,"['de la ligne de produits altimétriques de thales alenia space', 'de la ligne de', 'de thales', 'd’apprentissage et de formation interne de thales', 'et solutions de thales microwave', 'thales thales', 'de la science et de l’espace', 'la medición de la altura de la superficie', 'reconnue de thales et', 'de la terre et la gestion de l’environnement']","[['Ashley Deacon ', 'Thales Australia and New Zealand_LinkedIn'], 'from linkedin search google']","['IT - Software, Manufacturing', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Governance risk software in australia or newzealand,BDO Australia | Audit | Tax | Advisory - BDO Australia,https://www.bdo.com.au/en-au/home,A unique combination of relationships  resources  responsiveness. That's what you get with BDO.,bdo,"['8 :;;Level 10, 12 Creek Street;Brisbane, QLD; QLD 4000 Australia', 'https://www.bdo.com.au/en-au/our-people/clark-jarrold?format=vcard']","['admin@bdo.com.au', 'https://www.crunchbase.com/organization/bdo-australia']","['+61 8 6382 4751', 'https://www.bdo.com.au/en-au/our-people/adam-myers']","['australian businesses', 'businesses', 'many australian businesses', 'many businesses', 'business measures', 'other businesses', 'many more businesses', 'businesses industries', 'covid-19 impacted businesses', 'eligible businesses']","[['Stacey Young', 'CEO'], 'https://au.linkedin.com/in/stacey-young-8892b321']","[['AccountingConsultingFinance'], 'https://www.crunchbase.com/organization/bdo-australia']","['1963', 'https://www.crunchbase.com/organization/bdo-australia']","['46M', 'https://app.avention.com/company/d1a379f6-67e9-34da-9664-69fff5cd579c#report/company_summary']",None,"[' Canberra, Australian Capital Territory, Australia', 'https://www.crunchbase.com/organization/bdo-australia']","['1k', 'https://app.avention.com/company/d1a379f6-67e9-34da-9664-69fff5cd579c#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/bdo-australia']",0.25,0.25,0.0,0.0,0.125
Regulatory compliance software in australia or newzealand,FIAAA: Home,https://fiaaa.com.au/,Sustainability in a changing world. The FIAAA represents suppliers of feed ingredients and additives in Australia. The FIAAA actively advocates for the health of ...,fiaaa,"['Level 31, Grosvenor Place, 225 George Street Sydney NSW 2000', 'https://fiaaa.com.au/members/']","['info@fami-qs.org', 'https://fiaaa.com.au/fami-qs/']","['+64 95204300', 'https://fiaaa.com.au/members/']","['fiaaa safe feed', 'international pty ltd fiaaa', 'fiaaa businesses', 'feed ingredients', 'fiaaa', 'password feed additive fiaaa end', 'fiaaa safe', 'fiaaa certified members', 'fiaaa end', 'many feed ingredients']","[['John McLeish', 'CEO'], 'https://fiaaa.com.au/members/']","['Transport, Manufacturing', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
